station_id,STATE_UT,DISTRICT,BLOCK,LATITUDE,LONGITUDE,DATE,WL_MBGL,year,delta_wl,min_wl,max_wl,GAVI,GAVI_CATEGORY,ALERT,critical_flag,critical_persist,ALERT_CONFIRMED,SUGGESTED_ACTION,ALERT_SEVERITY,is_stressed_station
Karnataka_15.1433_75.83,Karnataka,Gadag,Mundaragi,15.1433,75.83,2023-01-01,4.5,2023,-0.0999999999999996,4.5,6.5,100.0,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1433_75.83,Karnataka,Gadag,Mundaragi,15.1433,75.83,2024-01-01,6.5,2024,2.0,4.5,6.5,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1611_74.7564,Karnataka,Uttara Kannada,Dandeli,15.1611,74.7564,2020-01-30,6.2,2020,,1.8,7.7,25.423728813559322,Stressed,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1611_74.7564,Karnataka,Uttara Kannada,Dandeli,15.1611,74.7564,2021-01-01,2.5,2021,-3.7,1.8,7.7,88.13559322033898,Safe,SUDDEN_DROP,0,0.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Karnataka_15.1611_74.7564,Karnataka,Uttara Kannada,Dandeli,15.1611,74.7564,2022-01-01,1.8,2022,-0.7,1.8,7.7,100.0,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1611_74.7564,Karnataka,Uttara Kannada,Dandeli,15.1611,74.7564,2023-01-01,4.6,2023,2.8,1.8,7.7,52.54237288135594,Watch,RECOVERY_SIGNAL,0,0.0,RECOVERY_SIGNAL,Recharge success validation,POSITIVE,True
Karnataka_15.1611_74.7564,Karnataka,Uttara Kannada,Dandeli,15.1611,74.7564,2024-01-01,7.7,2024,3.1000000000000005,1.8,7.7,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1636_76.8592,Karnataka,Ballari,Ballari,15.1636,76.8592,2020-01-30,2.8,2020,,2.8,3.4,100.0,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1636_76.8592,Karnataka,Ballari,Ballari,15.1636,76.8592,2024-01-01,3.4,2024,0.6000000000000001,2.8,3.4,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1653_75.835,Karnataka,Gadag,Mundaragi,15.1653,75.835,2020-01-28,3.2,2020,,1.6,3.2,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1653_75.835,Karnataka,Gadag,Mundaragi,15.1653,75.835,2021-01-01,2.2,2021,-1.0,1.6,3.2,62.5,Watch,NORMAL,0,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1653_75.835,Karnataka,Gadag,Mundaragi,15.1653,75.835,2022-01-01,1.6,2022,-0.6000000000000001,1.6,3.2,100.0,Safe,NORMAL,0,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1653_75.835,Karnataka,Gadag,Mundaragi,15.1653,75.835,2023-01-01,3.2,2023,1.6,1.6,3.2,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1653_75.835,Karnataka,Gadag,Mundaragi,15.1653,75.835,2024-01-01,3.2,2024,0.0,1.6,3.2,0.0,Critical,CRITICAL_GROUNDWATER,1,2.0,CRITICAL_GROUNDWATER,"Extraction restriction, emergency planning",CRITICAL,True
Karnataka_15.1664_74.6392,Karnataka,Uttara Kannada,Dandeli,15.1664,74.6392,2023-01-01,3.4,2023,,3.4,4.3,100.0,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1664_74.6392,Karnataka,Uttara Kannada,Dandeli,15.1664,74.6392,2024-01-01,4.3,2024,0.8999999999999999,3.4,4.3,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1667_76.3667,Karnataka,Vijayanagar,Hosapete,15.1667,76.3667,2020-01-30,9.8,2020,,1.1,13.0,26.890756302521,Stressed,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1667_76.3667,Karnataka,Vijayanagar,Hosapete,15.1667,76.3667,2021-01-01,2.8,2021,-7.000000000000001,1.1,13.0,85.71428571428572,Safe,SUDDEN_DROP,0,0.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Karnataka_15.1667_76.3667,Karnataka,Vijayanagar,Hosapete,15.1667,76.3667,2022-01-01,1.1,2022,-1.6999999999999995,1.1,13.0,100.0,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1667_76.3667,Karnataka,Vijayanagar,Hosapete,15.1667,76.3667,2024-01-01,13.0,2024,11.9,1.1,13.0,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1756_76.3711,Karnataka,Vijayanagar,Hosapete,15.1756,76.3711,2020-01-30,4.3,2020,,2.1,4.3,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1756_76.3711,Karnataka,Vijayanagar,Hosapete,15.1756,76.3711,2021-01-01,2.1,2021,-2.2,2.1,4.3,100.0,Safe,SUDDEN_DROP,0,1.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Karnataka_15.1756_76.3711,Karnataka,Vijayanagar,Hosapete,15.1756,76.3711,2022-01-01,2.2,2022,0.1,2.1,4.3,95.45454545454545,Safe,NORMAL,0,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1756_76.3711,Karnataka,Vijayanagar,Hosapete,15.1756,76.3711,2023-01-01,3.4,2023,1.1999999999999995,2.1,4.3,40.90909090909091,Stressed,RECOVERY_SIGNAL,0,0.0,RECOVERY_SIGNAL,Recharge success validation,POSITIVE,True
Karnataka_15.1756_76.3711,Karnataka,Vijayanagar,Hosapete,15.1756,76.3711,2024-01-01,3.7,2024,0.3000000000000002,2.1,4.3,27.27272727272726,Stressed,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.175_76.6167,Karnataka,Ballari,Sandur,15.175,76.6167,2020-01-30,11.7,2020,,9.7,11.7,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.175_76.6167,Karnataka,Ballari,Sandur,15.175,76.6167,2023-01-01,9.7,2023,-2.0,9.7,11.7,100.0,Safe,SUDDEN_DROP,0,1.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Karnataka_15.175_76.6167,Karnataka,Ballari,Sandur,15.175,76.6167,2024-01-01,11.3,2024,1.6000000000000014,9.7,11.7,19.99999999999993,Critical,CRITICAL_GROUNDWATER,1,2.0,CRITICAL_GROUNDWATER,"Extraction restriction, emergency planning",CRITICAL,True
Karnataka_15.1808_74.9256,Karnataka,Dharwad,Kalghatgi,15.1808,74.9256,2020-01-28,1.1,2020,,0.7,10.9,96.07843137254902,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1808_74.9256,Karnataka,Dharwad,Kalghatgi,15.1808,74.9256,2021-01-01,0.8,2021,-0.3,0.7,10.9,99.01960784313727,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1808_74.9256,Karnataka,Dharwad,Kalghatgi,15.1808,74.9256,2022-01-01,0.7,2022,-0.1,0.7,10.9,100.0,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1808_74.9256,Karnataka,Dharwad,Kalghatgi,15.1808,74.9256,2023-01-01,10.9,2023,10.2,0.7,10.9,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1808_74.9256,Karnataka,Dharwad,Kalghatgi,15.1808,74.9256,2024-01-01,7.0,2024,-3.9,0.7,10.9,38.235294117647065,Stressed,DEPLETION_WARNING,0,1.0,DEPLETION_WARNING,"Monitoring, demand regulation",HIGH,True
Karnataka_15.1833_74.9792,Karnataka,Dharwad,Kalghatgi,15.1833,74.9792,2020-01-28,4.1,2020,,1.2,4.1,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1833_74.9792,Karnataka,Dharwad,Kalghatgi,15.1833,74.9792,2021-01-01,1.7,2021,-2.3999999999999995,1.2,4.1,82.75862068965517,Safe,SUDDEN_DROP,0,1.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Karnataka_15.1833_74.9792,Karnataka,Dharwad,Kalghatgi,15.1833,74.9792,2022-01-01,1.2,2022,-0.5,1.2,4.1,100.0,Safe,NORMAL,0,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1833_74.9792,Karnataka,Dharwad,Kalghatgi,15.1833,74.9792,2023-01-01,2.0,2023,0.8,1.2,4.1,72.41379310344827,Watch,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1833_74.9792,Karnataka,Dharwad,Kalghatgi,15.1833,74.9792,2024-01-01,2.0,2024,0.0,1.2,4.1,72.41379310344827,Watch,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1908_75.4994,Karnataka,Gadag,Laxmeshwar,15.1908,75.4994,2020-01-28,6.6,2020,,3.5,6.6,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1908_75.4994,Karnataka,Gadag,Laxmeshwar,15.1908,75.4994,2021-01-01,3.5,2021,-3.1,3.5,6.6,100.0,Safe,SUDDEN_DROP,0,1.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Karnataka_15.1908_75.4994,Karnataka,Gadag,Laxmeshwar,15.1908,75.4994,2022-01-01,4.5,2022,1.0,3.5,6.6,67.74193548387096,Watch,RECOVERY_SIGNAL,0,1.0,RECOVERY_SIGNAL,Recharge success validation,POSITIVE,True
Karnataka_15.1908_75.4994,Karnataka,Gadag,Laxmeshwar,15.1908,75.4994,2023-01-01,4.8,2023,0.2999999999999998,3.5,6.6,58.06451612903225,Watch,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1908_75.4994,Karnataka,Gadag,Laxmeshwar,15.1908,75.4994,2024-01-01,6.1,2024,1.2999999999999998,3.5,6.6,16.129032258064512,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1958_75.8336,Karnataka,Gadag,Mundaragi,15.1958,75.8336,2020-01-28,7.6,2020,,4.9,7.7,3.571428571428592,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1958_75.8336,Karnataka,Gadag,Mundaragi,15.1958,75.8336,2021-01-01,6.5,2021,-1.0999999999999996,4.9,7.7,42.85714285714287,Stressed,DEPLETION_WARNING,0,1.0,DEPLETION_WARNING,"Monitoring, demand regulation",HIGH,True
Karnataka_15.1958_75.8336,Karnataka,Gadag,Mundaragi,15.1958,75.8336,2022-01-01,7.0,2022,0.5,4.9,7.7,25.00000000000001,Stressed,NORMAL,0,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1958_75.8336,Karnataka,Gadag,Mundaragi,15.1958,75.8336,2023-01-01,4.9,2023,-2.1,4.9,7.7,100.0,Safe,SUDDEN_DROP,0,0.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Karnataka_15.1958_75.8336,Karnataka,Gadag,Mundaragi,15.1958,75.8336,2024-01-01,7.7,2024,2.8,4.9,7.7,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1958_76.675,Karnataka,Ballari,Sandur,15.1958,76.675,2020-01-30,5.1,2020,,3.7,5.1,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1958_76.675,Karnataka,Ballari,Sandur,15.1958,76.675,2023-01-01,3.9,2023,-1.1999999999999995,3.7,5.1,85.71428571428574,Safe,NORMAL,0,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.1958_76.675,Karnataka,Ballari,Sandur,15.1958,76.675,2024-01-01,3.7,2024,-0.1999999999999997,3.7,5.1,100.0,Safe,NORMAL,0,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.2083_75.8833,Karnataka,Gadag,Mundaragi,15.2083,75.8833,2020-01-28,4.5,2020,,2.6,4.5,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.2083_75.8833,Karnataka,Gadag,Mundaragi,15.2083,75.8833,2021-01-01,2.6,2021,-1.9,2.6,4.5,100.0,Safe,NORMAL,0,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.2083_75.8833,Karnataka,Gadag,Mundaragi,15.2083,75.8833,2022-01-01,3.0,2022,0.3999999999999999,2.6,4.5,78.94736842105263,Safe,NORMAL,0,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.2083_75.8833,Karnataka,Gadag,Mundaragi,15.2083,75.8833,2023-01-01,3.4,2023,0.3999999999999999,2.6,4.5,57.89473684210527,Watch,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.2083_75.8833,Karnataka,Gadag,Mundaragi,15.2083,75.8833,2024-01-01,3.5,2024,0.1,2.6,4.5,52.63157894736843,Watch,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.2419_74.6258,Karnataka,Uttara Kannada,Dandeli,15.2419,74.6258,2020-01-30,1.4,2020,,1.3,1.5,50.00000000000006,Watch,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.2419_74.6258,Karnataka,Uttara Kannada,Dandeli,15.2419,74.6258,2021-01-01,1.3,2021,-0.0999999999999998,1.3,1.5,100.0,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.2419_74.6258,Karnataka,Uttara Kannada,Dandeli,15.2419,74.6258,2022-01-01,1.3,2022,0.0,1.3,1.5,100.0,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.2419_74.6258,Karnataka,Uttara Kannada,Dandeli,15.2419,74.6258,2023-01-01,1.4,2023,0.0999999999999998,1.3,1.5,50.00000000000006,Watch,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.2419_74.6258,Karnataka,Uttara Kannada,Dandeli,15.2419,74.6258,2024-01-01,1.5,2024,0.1,1.3,1.5,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.2542_75.1708,Karnataka,Dharwad,Hubballi,15.2542,75.1708,2020-01-28,4.1,2020,,0.4,4.1,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.2542_75.1708,Karnataka,Dharwad,Hubballi,15.2542,75.1708,2021-01-01,2.5,2021,-1.5999999999999996,0.4,4.1,43.243243243243235,Stressed,DEPLETION_WARNING,0,1.0,DEPLETION_WARNING,"Monitoring, demand regulation",HIGH,True
Karnataka_15.2542_75.1708,Karnataka,Dharwad,Hubballi,15.2542,75.1708,2022-01-01,0.4,2022,-2.1,0.4,4.1,100.0,Safe,SUDDEN_DROP,0,1.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Karnataka_15.2542_75.1708,Karnataka,Dharwad,Hubballi,15.2542,75.1708,2023-01-01,3.3,2023,2.9,0.4,4.1,21.62162162162162,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.2542_75.1708,Karnataka,Dharwad,Hubballi,15.2542,75.1708,2024-01-01,3.8,2024,0.5,0.4,4.1,8.108108108108103,Critical,CRITICAL_GROUNDWATER,1,2.0,CRITICAL_GROUNDWATER,"Extraction restriction, emergency planning",CRITICAL,True
Karnataka_15.2542_75.25,Karnataka,Dharwad,Kundgol,15.2542,75.25,2020-01-28,3.6,2020,,2.3,7.1,72.91666666666666,Watch,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.2542_75.25,Karnataka,Dharwad,Kundgol,15.2542,75.25,2021-01-01,7.1,2021,3.5,2.3,7.1,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.2542_75.25,Karnataka,Dharwad,Kundgol,15.2542,75.25,2022-01-01,4.4,2022,-2.6999999999999997,2.3,7.1,56.249999999999986,Watch,SUDDEN_DROP,0,1.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Karnataka_15.2542_75.25,Karnataka,Dharwad,Kundgol,15.2542,75.25,2023-01-01,2.3,2023,-2.1000000000000005,2.3,7.1,100.0,Safe,SUDDEN_DROP,0,1.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Karnataka_15.2542_75.25,Karnataka,Dharwad,Kundgol,15.2542,75.25,2024-01-01,4.7,2024,2.4000000000000004,2.3,7.1,49.999999999999986,Stressed,RECOVERY_SIGNAL,0,0.0,RECOVERY_SIGNAL,Recharge success validation,POSITIVE,True
Karnataka_15.2833_76.3667,Karnataka,Vijayanagar,Hosapete,15.2833,76.3667,2020-01-30,2.6,2020,,1.6,2.6,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.2833_76.3667,Karnataka,Vijayanagar,Hosapete,15.2833,76.3667,2022-01-01,1.6,2022,-1.0,1.6,2.6,100.0,Safe,NORMAL,0,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.2842_75.1547,Karnataka,Dharwad,Hubballi,15.2842,75.1547,2020-01-28,4.2,2020,,2.2,8.1,66.10169491525424,Watch,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.2842_75.1547,Karnataka,Dharwad,Hubballi,15.2842,75.1547,2021-01-01,2.2,2021,-2.0,2.2,8.1,100.0,Safe,SUDDEN_DROP,0,0.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Karnataka_15.2842_75.1547,Karnataka,Dharwad,Hubballi,15.2842,75.1547,2022-01-01,8.1,2022,5.9,2.2,8.1,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.2842_75.1547,Karnataka,Dharwad,Hubballi,15.2842,75.1547,2023-01-01,2.5,2023,-5.6,2.2,8.1,94.91525423728814,Safe,SUDDEN_DROP,0,1.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Karnataka_15.3125_76.3167,Karnataka,Koppal,Koppal,15.3125,76.3167,2020-01-30,7.9,2020,,1.3,7.9,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.3125_76.3167,Karnataka,Koppal,Koppal,15.3125,76.3167,2021-01-01,1.6,2021,-6.300000000000001,1.3,7.9,95.45454545454545,Safe,SUDDEN_DROP,0,1.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Karnataka_15.3125_76.3167,Karnataka,Koppal,Koppal,15.3125,76.3167,2022-01-01,1.3,2022,-0.3,1.3,7.9,100.0,Safe,NORMAL,0,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.3125_76.3167,Karnataka,Koppal,Koppal,15.3125,76.3167,2023-01-01,1.8,2023,0.5,1.3,7.9,92.42424242424244,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.3125_76.3167,Karnataka,Koppal,Koppal,15.3125,76.3167,2024-01-01,2.1,2024,0.3,1.3,7.9,87.87878787878788,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.3286_75.1475,Karnataka,Dharwad,Hubballi,15.3286,75.1475,2020-01-28,10.2,2020,,2.0,12.3,20.38834951456312,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.3286_75.1475,Karnataka,Dharwad,Hubballi,15.3286,75.1475,2021-01-01,10.1,2021,-0.0999999999999996,2.0,12.3,21.359223300970886,Critical,CRITICAL_GROUNDWATER,1,2.0,CRITICAL_GROUNDWATER,"Extraction restriction, emergency planning",CRITICAL,True
Karnataka_15.3286_75.1475,Karnataka,Dharwad,Hubballi,15.3286,75.1475,2022-01-01,6.8,2022,-3.3,2.0,12.3,53.398058252427184,Watch,SUDDEN_DROP,0,2.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Karnataka_15.3286_75.1475,Karnataka,Dharwad,Hubballi,15.3286,75.1475,2023-01-01,12.3,2023,5.500000000000001,2.0,12.3,0.0,Critical,CRITICAL_GROUNDWATER,1,2.0,CRITICAL_GROUNDWATER,"Extraction restriction, emergency planning",CRITICAL,True
Karnataka_15.3286_75.1475,Karnataka,Dharwad,Hubballi,15.3286,75.1475,2024-01-01,2.0,2024,-10.3,2.0,12.3,100.0,Safe,SUDDEN_DROP,0,1.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Karnataka_15.3361_76.4611,Karnataka,Vijayanagar,Hosapete,15.3361,76.4611,2020-01-30,3.2,2020,,3.1,3.3,49.999999999999886,Stressed,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.3361_76.4611,Karnataka,Vijayanagar,Hosapete,15.3361,76.4611,2023-01-01,3.1,2023,-0.1,3.1,3.3,100.0,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.3361_76.4611,Karnataka,Vijayanagar,Hosapete,15.3361,76.4611,2024-01-01,3.3,2024,0.1999999999999997,3.1,3.3,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.3417_76.8417,Karnataka,Ballari,Kurugodu,15.3417,76.8417,2020-01-30,10.1,2020,,7.3,10.1,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.3417_76.8417,Karnataka,Ballari,Kurugodu,15.3417,76.8417,2024-01-01,7.3,2024,-2.8,7.3,10.1,100.0,Safe,SUDDEN_DROP,0,1.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Karnataka_15.3444_76.325,Karnataka,Koppal,Koppal,15.3444,76.325,2020-01-30,2.3,2020,,1.4,2.3,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.3444_76.325,Karnataka,Koppal,Koppal,15.3444,76.325,2021-01-01,1.5,2021,-0.7999999999999998,1.4,2.3,88.88888888888889,Safe,NORMAL,0,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.3444_76.325,Karnataka,Koppal,Koppal,15.3444,76.325,2022-01-01,1.4,2022,-0.1,1.4,2.3,100.0,Safe,NORMAL,0,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.3444_76.325,Karnataka,Koppal,Koppal,15.3444,76.325,2023-01-01,2.1,2023,0.7000000000000002,1.4,2.3,22.2222222222222,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.3444_76.325,Karnataka,Koppal,Koppal,15.3444,76.325,2024-01-01,2.1,2024,0.0,1.4,2.3,22.2222222222222,Critical,CRITICAL_GROUNDWATER,1,2.0,CRITICAL_GROUNDWATER,"Extraction restriction, emergency planning",CRITICAL,True
Karnataka_15.3475_75.856,Karnataka,Gadag,Mundaragi,15.3475,75.856,2020-01-30,4.5,2020,,4.5,7.5,100.0,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.3475_75.856,Karnataka,Gadag,Mundaragi,15.3475,75.856,2023-01-01,6.2,2023,1.7000000000000002,4.5,7.5,43.33333333333332,Stressed,RECOVERY_SIGNAL,0,0.0,RECOVERY_SIGNAL,Recharge success validation,POSITIVE,True
Karnataka_15.3475_75.856,Karnataka,Gadag,Mundaragi,15.3475,75.856,2024-01-01,7.5,2024,1.2999999999999998,4.5,7.5,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.3583_76.9125,Karnataka,Ballari,Kurugodu,15.3583,76.9125,2020-01-30,7.3,2020,,4.6,7.3,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.3583_76.9125,Karnataka,Ballari,Kurugodu,15.3583,76.9125,2023-01-01,4.6,2023,-2.7,4.6,7.3,100.0,Safe,SUDDEN_DROP,0,1.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Karnataka_15.3583_76.9125,Karnataka,Ballari,Kurugodu,15.3583,76.9125,2024-01-01,7.2,2024,2.6000000000000005,4.6,7.3,3.703703703703687,Critical,CRITICAL_GROUNDWATER,1,2.0,CRITICAL_GROUNDWATER,"Extraction restriction, emergency planning",CRITICAL,True
Karnataka_15.35_76.9139,Karnataka,Ballari,Kurugodu,15.35,76.9139,2020-01-24,4.4,2020,,2.8,6.1,51.515151515151494,Watch,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.35_76.9139,Karnataka,Ballari,Kurugodu,15.35,76.9139,2020-01-30,5.2,2020,0.7999999999999998,2.8,6.1,27.27272727272726,Stressed,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.35_76.9139,Karnataka,Ballari,Kurugodu,15.35,76.9139,2021-01-01,3.9,2021,-1.3000000000000005,2.8,6.1,66.66666666666666,Watch,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.35_76.9139,Karnataka,Ballari,Kurugodu,15.35,76.9139,2022-01-01,2.8,2022,-1.1,2.8,6.1,100.0,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.35_76.9139,Karnataka,Ballari,Kurugodu,15.35,76.9139,2023-01-01,3.0,2023,0.2000000000000001,2.8,6.1,93.93939393939394,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.35_76.9139,Karnataka,Ballari,Kurugodu,15.35,76.9139,2024-01-01,6.1,2024,3.1,2.8,6.1,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.3667_76.25,Karnataka,Koppal,Koppal,15.3667,76.25,2021-01-01,4.8,2021,,4.1,5.4,46.15384615384617,Stressed,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Karnataka_15.3667_76.25,Karnataka,Koppal,Koppal,15.3667,76.25,2022-01-01,5.4,2022,0.6000000000000005,4.1,5.4,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
